period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2019-08-01,balabac,chokepoint25,Balabac Strait,47,147,55,3,125,252,377,306394,6518842,157970,2400,1332721,6985627,8318363,31
2019-08-01,bering,chokepoint26,Bering Strait,3,7,19,0,18,29,47,0,169478,68700,0,93122,238178,331301,31
2019-08-01,bohai,chokepoint17,Bohai Strait,664,2549,535,89,1014,3837,4851,12659199,104727814,2335733,141071,20443667,119863861,140307539,31
2019-08-01,bosporus,chokepoint3,Bosporus Strait,259,798,1448,31,730,2536,3266,2525793,21719763,3092903,32499,16497841,27370996,43868855,31
2019-08-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,181,930,80,43,344,1234,1578,5562390,61866787,956856,109598,28263336,68495664,96759010,31
2019-08-01,dover,chokepoint9,Dover Strait,1084,546,1164,386,1614,3180,4794,27402575,23126423,3260007,634054,33089421,54423109,87512546,31
2019-08-01,gibraltar,chokepoint8,Gibraltar Strait,909,757,589,144,1106,2399,3505,29947635,33481120,2399977,357838,30087226,66186621,96273861,31
2019-08-01,hormuz,chokepoint6,Strait of Hormuz,380,434,112,57,1580,983,2563,13607648,14187752,653737,89784,79782682,28538960,108321654,31
2019-08-01,kerch,chokepoint28,Kerch Strait,10,69,1470,16,413,1565,1978,12696,580560,2184332,19241,2017025,2796848,4813888,31
2019-08-01,korea,chokepoint12,Korea Strait,1711,1345,1710,285,2005,5051,7056,23554978,34500009,4120183,446362,27464677,62621579,90086269,31
2019-08-01,lombok,chokepoint15,Lombok Strait,5,764,42,5,240,816,1056,24962,66758657,193724,74,4876502,66977427,71853945,31
2019-08-01,luzon,chokepoint14,Luzon Strait,159,892,119,76,668,1246,1914,2676651,65412585,659624,130598,42174129,68879493,111053643,31
2019-08-01,magellan,chokepoint21,Magellan Strait,9,82,8,9,25,108,133,116583,2797042,60506,3154,667178,2977294,3644479,31
2019-08-01,makassar,chokepoint20,Makassar Strait,80,1263,60,6,165,1409,1574,672041,73510423,282832,3908,2413276,74469231,76882520,31
2019-08-01,malacca,chokepoint5,Malacca Strait,1298,1277,367,169,1997,3111,5108,41233908,69179370,2126794,394054,85081068,112934172,198015249,31
2019-08-01,mindoro,chokepoint27,Mindoro Strait,57,1242,87,6,133,1392,1525,586692,64763884,433513,2449,1921038,65786569,67707622,31
2019-08-01,mona,chokepoint24,Mona Passage,122,85,40,15,84,262,346,2284091,5066544,226073,33541,1778297,7610280,9388593,31
2019-08-01,ombai,chokepoint16,Ombai Strait,37,208,44,2,112,291,403,738209,18734445,139642,2352,2415894,19614672,22030579,31
2019-08-01,oresund,chokepoint10,Oresund Strait,222,162,760,147,383,1291,1674,529666,559662,1174298,92485,761392,2356147,3117560,31
2019-08-01,panama,chokepoint2,Panama Canal,236,277,82,70,371,665,1036,6951559,9828015,542789,325167,9835138,17647575,27482728,31
2019-08-01,suez,chokepoint1,Suez Canal,560,397,164,88,499,1209,1708,32323321,20082690,808197,297953,25503513,53512205,79015730,31
2019-08-01,sunda,chokepoint19,Sunda Strait,118,266,73,16,330,473,803,1840773,16713269,256853,19715,7255754,18830641,26086411,31
2019-08-01,taiwan,chokepoint11,Taiwan Strait,2721,2039,1030,204,2031,5994,8025,53100579,79651965,5742384,435202,28699411,138930177,167629601,31
2019-08-01,torres,chokepoint18,Torres Strait,48,116,40,9,47,213,260,1114919,2957240,110360,11055,874828,4193593,5068430,31
2019-08-01,tsugaru,chokepoint13,Tsugaru Strait,352,437,225,65,404,1079,1483,11600019,13791749,626033,189461,6507108,26207298,32714421,31
2019-08-01,windward,chokepoint23,Windward Passage,213,68,91,68,69,440,509,3913999,2067872,328593,211586,1395059,6522091,7917162,31
2019-08-01,yucatan,chokepoint22,Yucatan Channel,272,245,135,38,636,690,1326,2662578,7877447,613851,88524,18597165,11242434,29839613,31
2019-09-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,502,389,106,96,506,1093,1599,31158601,18146559,644270,378476,23804731,50327951,74132697,30
2019-09-01,balabac,chokepoint25,Balabac Strait,42,131,50,2,106,225,331,222073,5912686,150115,2400,1066289,6287296,7353595,30
2019-09-01,bering,chokepoint26,Bering Strait,1,4,22,0,24,27,51,5883,110874,161916,0,182056,278675,460732,30
2019-09-01,bohai,chokepoint17,Bohai Strait,739,2770,561,102,1082,4172,5254,14445812,117192985,2367627,161841,18256721,134168306,152425045,30
2019-09-01,bosporus,chokepoint3,Bosporus Strait,238,761,1441,34,703,2474,3177,2305117,19944086,2847867,22916,14499661,25120020,39619698,30
2019-09-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,177,910,74,43,361,1204,1565,5392383,57617417,812665,121688,30470716,63944185,94414915,30
2019-09-01,dover,chokepoint9,Dover Strait,1019,558,1156,347,1575,3080,4655,25908324,21744263,3269582,683105,31830256,51605316,83435586,30
2019-09-01,gibraltar,chokepoint8,Gibraltar Strait,892,736,640,146,1072,2414,3486,28310777,30356905,2327907,333958,29521010,61329587,90850614,30
2019-09-01,hormuz,chokepoint6,Strait of Hormuz,375,432,105,58,1460,970,2430,12212666,13501443,707066,106053,73686765,26527262,100214040,30
2019-09-01,kerch,chokepoint28,Kerch Strait,9,64,1347,11,423,1431,1854,45420,463417,2021311,18208,1426295,2548374,3974685,30
2019-09-01,korea,chokepoint12,Korea Strait,1681,1246,1614,278,2001,4819,6820,23041982,31863250,3923310,378118,29055582,59206704,88262301,30
2019-09-01,lombok,chokepoint15,Lombok Strait,7,734,47,9,217,797,1014,47664,58866460,118809,9714,4458530,59042668,63501212,30
2019-09-01,luzon,chokepoint14,Luzon Strait,136,805,99,64,609,1104,1713,2554539,60685412,542286,102997,40952582,63885273,104837871,30
2019-09-01,magellan,chokepoint21,Magellan Strait,9,71,4,6,28,90,118,154161,2288376,30802,11365,809186,2484709,3293899,30
2019-09-01,makassar,chokepoint20,Makassar Strait,68,1252,74,6,142,1400,1542,656648,65535873,246779,3718,1263971,66443046,67707028,30
2019-09-01,malacca,chokepoint5,Malacca Strait,1294,1337,381,179,1973,3191,5164,40074334,75579114,2370396,418260,82070791,118442150,200512954,30
2019-09-01,mindoro,chokepoint27,Mindoro Strait,47,1283,85,5,108,1420,1528,457937,64866860,343022,8106,1211111,65675955,66887078,30
2019-09-01,mona,chokepoint24,Mona Passage,125,95,39,18,71,277,348,2613705,4667363,208963,39873,1701129,7529937,9231078,30
2019-09-01,ombai,chokepoint16,Ombai Strait,43,184,33,2,99,262,361,759147,17239472,107959,3897,1316785,18110494,19427290,30
2019-09-01,oresund,chokepoint10,Oresund Strait,200,173,700,130,370,1203,1573,412646,312983,1115261,97934,1119445,1938866,3058322,30
2019-09-01,panama,chokepoint2,Panama Canal,221,233,69,63,349,586,935,6604898,8604127,430519,254827,7644352,15894409,23538772,30
2019-09-01,suez,chokepoint1,Suez Canal,515,402,121,65,488,1103,1591,29969709,19788116,541535,291607,22997306,50591008,73588327,30
2019-09-01,sunda,chokepoint19,Sunda Strait,95,300,97,16,287,508,795,1487029,15149670,453689,10034,5897730,17100448,22998194,30
2019-09-01,taiwan,chokepoint11,Taiwan Strait,2608,2240,994,224,2017,6066,8083,50591258,85491081,5759106,458962,31913996,142300451,174214459,30
2019-09-01,torres,chokepoint18,Torres Strait,48,111,34,11,50,204,254,1034770,2937697,91450,12883,899474,4076823,4976307,30
2019-09-01,tsugaru,chokepoint13,Tsugaru Strait,316,394,224,46,381,980,1361,10757884,11880342,650340,116154,5506319,23404754,28911089,30
2019-09-01,windward,chokepoint23,Windward Passage,237,60,76,55,75,428,503,4367145,1841739,265264,139734,1622412,6613921,8236344,30
2019-09-01,yucatan,chokepoint22,Yucatan Channel,268,244,142,36,676,690,1366,2910853,7359807,697907,89153,20730840,11057759,31788610,30
2019-10-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,495,410,119,87,570,1111,1681,31369850,20447490,664929,312775,26783592,52795088,79578693,31
2019-10-01,balabac,chokepoint25,Balabac Strait,45,140,26,4,124,215,339,292556,7299570,84972,1249,1084068,7678365,8762446,31
2019-10-01,bering,chokepoint26,Bering Strait,1,5,20,0,18,26,44,0,71929,88640,0,314213,160569,474784,31
2019-10-01,bohai,chokepoint17,Bohai Strait,584,2024,454,94,821,3156,3977,11964302,79472160,1929013,173249,15055465,93538774,108594253,31
2019-10-01,bosporus,chokepoint3,Bosporus Strait,263,808,1658,40,761,2769,3530,2623990,22277489,3394376,19286,15390913,28315182,43706111,31
2019-10-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,179,923,69,34,374,1205,1579,5215865,56599960,768169,89614,28202487,62673644,90876146,31
2019-10-01,dover,chokepoint9,Dover Strait,1109,600,1239,407,1681,3355,5036,28873359,24924402,3540070,769458,37238054,58107333,95345402,31
2019-10-01,gibraltar,chokepoint8,Gibraltar Strait,947,835,691,177,1184,2650,3834,30278968,34938508,2579097,494533,32584975,68291155,100876145,31
2019-10-01,hormuz,chokepoint6,Strait of Hormuz,349,398,104,66,1465,917,2382,12081817,11281840,629501,114281,75853856,24107479,99961352,31
2019-10-01,kerch,chokepoint28,Kerch Strait,14,63,1431,10,453,1518,1971,154844,520562,2025617,18605,1527796,2719645,4247458,31
2019-10-01,korea,chokepoint12,Korea Strait,1692,1383,1708,293,2001,5076,7077,23116337,31440600,4199332,398427,25392298,59154744,84547055,31
2019-10-01,lombok,chokepoint15,Lombok Strait,12,713,47,6,214,778,992,102946,55727578,198780,1889,4438787,56031206,60470011,31
2019-10-01,luzon,chokepoint14,Luzon Strait,158,861,135,87,710,1241,1951,2909432,58678500,744170,149961,47418575,62482105,109900693,31
2019-10-01,magellan,chokepoint21,Magellan Strait,10,70,8,8,24,96,120,104422,2370796,73713,8202,505245,2557139,3062385,31
2019-10-01,makassar,chokepoint20,Makassar Strait,66,1275,74,8,141,1423,1564,595132,66271434,355328,17930,1394595,67239855,68634467,31
2019-10-01,malacca,chokepoint5,Malacca Strait,1270,1327,385,195,2111,3177,5288,39966860,72707275,2174257,476517,95042089,115324949,210367053,31
2019-10-01,mindoro,chokepoint27,Mindoro Strait,47,1257,93,8,102,1405,1507,605400,56891875,426979,22680,1309785,57946958,59256759,31
2019-10-01,mona,chokepoint24,Mona Passage,110,62,47,19,71,238,309,2481990,3478003,270681,54401,1771775,6285103,8056889,31
2019-10-01,ombai,chokepoint16,Ombai Strait,48,201,38,5,96,292,388,673715,19124789,124210,11170,1970801,19933905,21904717,31
2019-10-01,oresund,chokepoint10,Oresund Strait,225,166,693,129,400,1213,1613,507362,486836,1105066,90705,1021341,2190009,3211370,31
2019-10-01,panama,chokepoint2,Panama Canal,242,231,66,65,432,604,1036,6921519,7960769,559316,257725,11335369,15699373,27034755,31
2019-10-01,suez,chokepoint1,Suez Canal,530,445,150,86,547,1211,1758,32292371,21157856,670786,326874,25065287,54447928,79513230,31
2019-10-01,sunda,chokepoint19,Sunda Strait,103,296,97,17,358,513,871,1836585,17317528,451462,12010,6879231,19617616,26496866,31
2019-10-01,taiwan,chokepoint11,Taiwan Strait,2602,2037,993,213,2028,5845,7873,53650493,79712887,5848528,448760,28541304,139660711,168202033,31
2019-10-01,torres,chokepoint18,Torres Strait,46,127,38,7,59,218,277,998555,3234322,137508,17895,906168,4388304,5294480,31
2019-10-01,tsugaru,chokepoint13,Tsugaru Strait,286,416,219,58,373,979,1352,9533426,11550554,582957,137799,3561978,21804780,25366778,31
2019-10-01,windward,chokepoint23,Windward Passage,233,58,86,50,66,427,493,4442244,1797047,341914,121601,1444800,6702842,8147655,31
2019-10-01,yucatan,chokepoint22,Yucatan Channel,275,232,129,36,703,672,1375,2913084,6727947,758436,67892,18777898,10467389,29245301,31
2019-11-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,488,370,109,90,553,1057,1610,31182493,17887111,621957,391630,26522854,50083228,76606095,30
2019-11-01,balabac,chokepoint25,Balabac Strait,47,175,65,6,126,293,419,495176,8469446,252292,5781,1800606,9222720,11023338,30
2019-11-01,bering,chokepoint26,Bering Strait,1,1,6,0,4,8,12,6275,59586,12886,0,1131,78747,79878,30
2019-11-01,bohai,chokepoint17,Bohai Strait,561,2058,478,98,860,3195,4055,11756495,77442455,2002172,206431,14390506,91407593,105798115,30
2019-11-01,bosporus,chokepoint3,Bosporus Strait,272,713,1332,35,671,2352,3023,2472740,18805148,2609338,25001,13586494,23912265,37498771,30
2019-11-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,168,775,59,36,372,1038,1410,4661125,49861957,684438,93935,28825965,55301491,84127472,30
2019-11-01,dover,chokepoint9,Dover Strait,1041,545,1189,380,1603,3155,4758,24741113,21605257,3358293,793164,33486067,50497878,83983956,30
2019-11-01,gibraltar,chokepoint8,Gibraltar Strait,947,798,646,167,1153,2558,3711,29845257,36508207,2399782,408704,33062646,69161997,102224657,30
2019-11-01,hormuz,chokepoint6,Strait of Hormuz,266,297,92,61,1166,716,1882,9955295,10065658,571546,147696,45629331,20740239,66369582,30
2019-11-01,kerch,chokepoint28,Kerch Strait,11,45,933,13,332,1002,1334,144202,292816,1328219,17463,1578723,1782722,3361458,30
2019-11-01,korea,chokepoint12,Korea Strait,1657,1240,1682,247,1861,4826,6687,22508551,30382220,4049211,385032,21958520,57325056,79283589,30
2019-11-01,lombok,chokepoint15,Lombok Strait,8,729,53,11,215,801,1016,48963,61044424,170404,7237,4335666,61271041,65606727,30
2019-11-01,luzon,chokepoint14,Luzon Strait,147,843,121,67,699,1178,1877,2972581,64435148,805416,132250,46837167,68345430,115182616,30
2019-11-01,magellan,chokepoint21,Magellan Strait,8,57,16,6,22,87,109,97751,1730483,131660,9029,727928,1968932,2696866,30
2019-11-01,makassar,chokepoint20,Makassar Strait,69,1243,70,5,164,1387,1551,635550,69782428,234135,9898,1713008,70662040,72375062,30
2019-11-01,malacca,chokepoint5,Malacca Strait,1276,1250,342,191,2113,3059,5172,41813692,69999283,2002366,445311,87331213,114260698,201591922,30
2019-11-01,mindoro,chokepoint27,Mindoro Strait,46,1122,103,6,124,1277,1401,434327,62289698,393816,13296,1705663,63131162,64836841,30
2019-11-01,mona,chokepoint24,Mona Passage,100,91,40,20,63,251,314,2082602,6039231,210064,41211,1807491,8373133,10180637,30
2019-11-01,ombai,chokepoint16,Ombai Strait,41,191,39,3,111,274,385,589626,15848497,120597,2880,1785975,16561619,18347602,30
2019-11-01,oresund,chokepoint10,Oresund Strait,218,167,708,130,339,1223,1562,406609,590755,1121846,79960,766935,2199215,2966166,30
2019-11-01,panama,chokepoint2,Panama Canal,220,236,70,75,427,601,1028,6755889,9058634,539804,265704,11203063,16620072,27823146,30
2019-11-01,suez,chokepoint1,Suez Canal,491,361,160,76,512,1088,1600,29298547,18091946,649956,342619,25067041,48383105,73450159,30
2019-11-01,sunda,chokepoint19,Sunda Strait,92,316,102,11,385,521,906,1783536,18436577,378042,9616,7882545,20607798,28490356,30
2019-11-01,taiwan,chokepoint11,Taiwan Strait,2656,1983,917,238,1968,5794,7762,52890125,79581489,5204942,512947,27615622,138189547,165805189,30
2019-11-01,torres,chokepoint18,Torres Strait,47,107,45,12,64,211,275,898864,3062580,188917,10825,712394,4161210,4873615,30
2019-11-01,tsugaru,chokepoint13,Tsugaru Strait,307,422,187,42,367,958,1325,10311848,11784546,502708,118800,3750300,22717945,26468259,30
2019-11-01,windward,chokepoint23,Windward Passage,203,58,77,59,73,397,470,3689883,1775816,356086,186058,1107573,6007880,7115461,30
2019-11-01,yucatan,chokepoint22,Yucatan Channel,260,240,145,32,639,677,1316,2406551,8359216,939931,64919,16432153,11770652,28202822,30
2019-12-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,477,393,121,94,585,1085,1670,28638205,19846072,806334,284498,27313056,49575152,76888223,31
2019-12-01,balabac,chokepoint25,Balabac Strait,47,147,35,3,110,232,342,364406,6540248,97833,3071,1364338,7005575,8369927,31
2019-12-01,bering,chokepoint26,Bering Strait,0,0,1,0,0,1,1,0,0,2406,0,0,2406,2406,31
2019-12-01,bohai,chokepoint17,Bohai Strait,807,3332,685,122,1313,4946,6259,16909520,132256695,2561162,231686,22313939,151959111,174273064,31
2019-12-01,bosporus,chokepoint3,Bosporus Strait,270,772,1523,33,796,2598,3394,2577636,22575242,3097927,33282,15962220,28284130,44246367,31
2019-12-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,164,687,70,37,319,958,1277,4317241,44546414,804873,78000,26818153,49746558,76564730,31
2019-12-01,dover,chokepoint9,Dover Strait,1042,603,1173,366,1630,3184,4814,23813190,24214484,3077389,681477,31516538,51786589,83303142,31
2019-12-01,gibraltar,chokepoint8,Gibraltar Strait,986,870,699,193,1219,2748,3967,29417946,34728750,2402717,465765,31741970,67015228,98757211,31
2019-12-01,hormuz,chokepoint6,Strait of Hormuz,269,333,89,52,1213,743,1956,9338617,10578263,429448,82958,45900103,20429324,66329443,31
2019-12-01,kerch,chokepoint28,Kerch Strait,10,65,1227,13,381,1315,1696,76097,512034,1841920,17353,1134758,2447431,3582202,31
2019-12-01,korea,chokepoint12,Korea Strait,1715,1285,1692,259,2008,4951,6959,24296556,31263803,3891121,401224,24575656,59852747,84428418,31
2019-12-01,lombok,chokepoint15,Lombok Strait,10,790,53,11,225,864,1089,49086,67903382,242278,9871,4468516,68204636,72673168,31
2019-12-01,luzon,chokepoint14,Luzon Strait,162,838,97,62,697,1159,1856,3327940,58501954,489627,135494,41964117,62455051,104419180,31
2019-12-01,magellan,chokepoint21,Magellan Strait,10,58,3,5,28,76,104,168337,2182397,22792,10406,811932,2383937,3195874,31
2019-12-01,makassar,chokepoint20,Makassar Strait,71,1252,72,8,178,1403,1581,695257,74223941,236630,19290,2511617,75175152,77686783,31
2019-12-01,malacca,chokepoint5,Malacca Strait,1273,1324,376,180,2184,3153,5337,40171155,72956178,2079422,453725,87814880,115660526,203475418,31
2019-12-01,mindoro,chokepoint27,Mindoro Strait,42,968,69,6,114,1085,1199,343937,54009412,354490,9657,1985307,54717522,56702844,31
2019-12-01,mona,chokepoint24,Mona Passage,107,74,41,18,76,240,316,1953586,4075000,281818,43200,2599593,6353633,8953237,31
2019-12-01,ombai,chokepoint16,Ombai Strait,49,206,36,3,105,294,399,778660,18966871,122863,0,1948524,19868418,21816957,31
2019-12-01,oresund,chokepoint10,Oresund Strait,194,159,715,122,347,1190,1537,372337,1905312,1047949,65564,2140278,3391199,5531494,31
2019-12-01,panama,chokepoint2,Panama Canal,219,228,70,66,420,583,1003,6437927,9010150,544044,231609,10758395,16223765,26982176,31
2019-12-01,suez,chokepoint1,Suez Canal,507,393,157,77,549,1134,1683,28388982,20525327,692828,263777,25298902,49870958,75169874,31
2019-12-01,sunda,chokepoint19,Sunda Strait,82,326,94,14,350,516,866,1519612,18695368,386048,10248,6755962,20611313,27367288,31
2019-12-01,taiwan,chokepoint11,Taiwan Strait,2706,2069,1007,230,2081,6012,8093,57071566,76054638,5439372,521381,26779602,139087002,165866619,31
2019-12-01,torres,chokepoint18,Torres Strait,48,120,33,11,39,212,251,1046253,2952563,81074,13446,611138,4093359,4704502,31
2019-12-01,tsugaru,chokepoint13,Tsugaru Strait,278,393,137,30,359,838,1197,9402581,11815825,321868,61512,3453197,21601819,25055029,31
2019-12-01,windward,chokepoint23,Windward Passage,214,61,76,53,68,404,472,4189896,1821299,273027,120376,1608700,6404633,8013344,31
2019-12-01,yucatan,chokepoint22,Yucatan Channel,284,247,129,36,682,696,1378,2894499,7963863,690273,84439,20126506,11633111,31759637,31
2020-01-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,488,383,129,92,528,1092,1620,31564039,20549633,741863,319966,24666847,53175545,77842410,31
2020-01-01,balabac,chokepoint25,Balabac Strait,39,147,44,1,111,231,342,323548,6241442,123425,0,1692489,6688435,8380935,31
2020-01-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2020-01-01,bohai,chokepoint17,Bohai Strait,638,3128,619,77,1290,4462,5752,13076129,129227571,2663762,127798,23251042,145095306,168346357,31
